wall_time,sim_time,episode,cmd_vx,cmd_yaw,x,y,z,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,reward,hz,compute_ms,deadline_misses,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7
2.4367114719998426,3.9399999999997877,7,0.1,0.0,0.003070277450431088,0.0037746111366555733,0.04668044431021557,-0.0002966884379002773,-0.00021244359484721758,-0.029532050357788414,-4.01215232526378e-09,3.858841223827678e-09,-4.3632072336277375e-11,6.471057783502411e-10,6.626842195480713e-10,-7.012743736444826e-08,1.9676015228150185,50.00373080336601,0.8764459998928942,1,-0.9999103546142578,0.6077759265899658,-0.9999988675117493,-0.9948651790618896,-0.14479517936706543,0.9534339904785156,-0.5221602916717529,0.41971707344055176
2.63931809099995,4.139999999999766,7,0.1,0.0,0.003070277483717452,0.003774611095967001,0.04668044431172103,-0.00029668825923439684,-0.00021244346770641509,-0.02953204918149098,-8.026761105017962e-10,2.886646594159209e-09,6.12209695493348e-11,1.307933430011957e-08,1.2580071437363692e-08,-1.43889725238284e-07,1.967601539421262,50.000859289763724,0.9050099997693906,1,-0.9999103546142578,0.6077759265899658,-0.9999988675117493,-0.9948651790618896,-0.14479517936706543,0.9534341096878052,-0.5221602916717529,0.41971731185913086
2.8430419619999157,4.339999999999744,7,0.1,0.0,0.003070277296612116,0.003774611317152281,0.046680444309422066,-0.00029668850838992513,-0.0002124436743120222,-0.029532053309137277,-2.676367372126404e-09,2.1972318499733847e-09,-2.7907635063874365e-11,-3.5297980849073657e-09,-3.0391251233558724e-09,-3.4982323687269724e-08,1.9676015331502814,49.99904009342812,1.12550799985911,1,-0.9999103546142578,0.6077759265899658,-0.9999988675117493,-0.9948651790618896,-0.1447952389717102,0.9534341096878052,-0.5221602916717529,0.4197171926498413
3.0454972320003435,4.55999999999972,7,0.1,0.0,0.0030702771962231603,0.0037746114061196477,0.046680444309036916,-0.0002966886195844085,-0.00021244377304400268,-0.029532054879160982,9.20967088765698e-10,-3.492644101575031e-09,7.95482341859687e-12,3.6775548347828098e-09,-4.5303436838640323e-10,5.1298651105882294e-08,1.9676015606657604,50.00067715917191,0.9288940000260482,1,-0.9999103546142578,0.6077759265899658,-0.9999988675117493,-0.9948651790618896,-0.1447952389717102,0.9534341096878052,-0.5221603512763977,0.41971731185913086
3.2482943240001987,4.759999999999698,7,0.1,0.0,0.0030702774301888253,0.0037746111173082566,0.04668044431076522,-0.0002966883496015325,-0.00021244357867008888,-0.029532049823465856,1.2924082763320153e-09,-7.101565112209573e-11,9.293192959159574e-11,2.0182455893803236e-08,1.6976575575408662e-08,-1.044007148808764e-07,1.9676015535066795,50.0053849048859,1.5286859998013824,1,-0.9999103546142578,0.6077759265899658,-0.9999988675117493,-0.9948651790618896,-0.14479517936706543,0.9534339904785156,-0.5221601724624634,0.41971707344055176
3.450898428000073,4.959999999999676,7,0.1,0.0,0.003070277371505362,0.0037746111697805253,0.04668044430995305,-0.00029668846496214174,-0.00021244366590124792,-0.029532051565418726,-2.702585291997495e-09,3.0754285233239546e-09,-1.5372612323324018e-11,-9.751512593379022e-11,-2.8886519913800395e-10,-6.710105323465357e-08,1.967601530318782,49.99651346814044,2.157383999474405,1,-0.9999103546142578,0.6077759265899658,-0.9999988675117493,-0.9948651790618896,-0.14479511976242065,0.9534341096878052,-0.5221602320671082,0.4197169542312622
3.6538493200005178,5.159999999999654,7,0.1,0.0,0.003070277453225477,0.0037746110961238864,0.046680444310200526,-0.00029668846725757224,-0.0002124436484547156,-0.029532049826552016,4.324442415375332e-09,-4.74740310960528e-09,2.407291344005057e-11,-3.3990927257954364e-10,4.121631380797842e-11,1.0662491686961008e-07,1.9676015846341846,49.997225503976935,1.8016740004895837,1,-0.9999103546142578,0.6077758073806763,-0.9999988675117493,-0.9948651790618896,-0.14479517936706543,0.9534341096878052,-0.5221602916717529,0.41971707344055176
3.857205952000186,5.359999999999632,7,0.1,0.0,0.003070277330694829,0.0037746111954593776,0.04668044431005358,-0.0002966883107570799,-0.000212443515476475,-0.029532053174530757,-9.993998058567889e-09,1.1542365984106991e-08,-4.091371127914761e-11,-1.398263088814372e-09,-8.914550660349678e-10,-2.766091661807433e-07,1.967601469744462,50.0005113052329,1.1013940002158051,1,-0.9999103546142578,0.6077760457992554,-0.9999988675117493,-0.9948651790618896,-0.14479506015777588,0.9534339904785156,-0.5221602916717529,0.41971707344055176
4.06083189400033,5.55999999999961,7,0.1,0.0,0.003070277419929775,0.00377461110569374,0.046680444310730464,-0.00029668835887370265,-0.00021244354258233213,-0.02953205011041026,-1.9206927859047902e-09,3.3015989829092747e-09,1.380821059546504e-11,2.3953835283717403e-09,3.76318605910492e-09,-8.066610509038122e-08,1.967601532144275,49.99794185971784,1.4457730003414326,1,-0.9999103546142578,0.6077759265899658,-0.9999988675117493,-0.9948651790618896,-0.14479511976242065,0.9534339904785156,-0.5221602320671082,0.41971731185913086
4.264881222999975,5.759999999999588,7,0.1,0.0,0.0030702777574340995,0.0037746107656143075,0.046680444311260845,-0.0002966883458461627,-0.00021244356770038934,-0.029532042656044602,2.439258016551601e-09,-5.14992215244888e-10,6.903871321014628e-11,1.246447907154916e-08,1.2026206741872549e-08,-2.948317426890017e-08,1.9676015647293104,50.00067013397732,0.993995000499126,1,-0.9999103546142578,0.6077758073806763,-0.9999988675117493,-0.9948651790618896,-0.1447952389717102,0.9534341096878052,-0.5221601724624634,0.4197171926498413
4.4671845129996655,5.979999999999563,7,0.1,0.0,0.003070277073078862,0.003774611445382272,0.04668044430873637,-0.00029668863380335705,-0.0002124438123834699,-0.029532056415453447,4.665627609615918e-09,-6.649895113097607e-09,5.79296692896714e-11,8.425553298033082e-09,5.280938544937636e-09,1.0078686157918392e-07,1.9676015865740053,49.999175863591546,1.3884959998904378,1,-0.9999103546142578,0.6077759265899658,-0.9999988675117493,-0.9948651790618896,-0.14479517936706543,0.9534341096878052,-0.5221602916717529,0.4197171926498413
4.669737352000084,6.179999999999541,7,0.1,0.0,0.0030702776308989556,0.003774610970329532,0.04668044431123224,-0.00029668862234866455,-0.00021244370701423273,-0.0295320450020842,9.227495396720774e-09,-1.1632681328430537e-08,1.2118841683621264e-11,-2.043858687161317e-09,-2.9765672700025533e-09,2.872432165295171e-07,1.967601620491373,50.000175375613566,1.236453999808873,1,-0.9999103546142578,0.6077756881713867,-0.9999988675117493,-0.9948651790618896,-0.14479517936706543,0.9534341096878052,-0.5221603512763977,0.4197169542312622
4.872738201000175,6.379999999999519,7,0.1,0.0,0.003070277607420987,0.003774610944415158,0.0466804443104081,-0.00029668852767122115,-0.00021244372507782516,-0.029532045346296762,1.1714319382695993e-08,-1.1650307350865103e-08,7.61481470123307e-11,4.0455745482986e-09,6.824098137130006e-09,2.8620453062168526e-07,1.967601635289892,50.00094221774997,1.435961000424868,1,-0.9999103546142578,0.6077756881713867,-0.9999988675117493,-0.9948651790618896,-0.14479511976242065,0.9534339904785156,-0.5221602916717529,0.41971683502197266
5.075409433999994,6.579999999999497,7,0.1,0.0,0.0030702773056422955,0.0037746112217567616,0.04668044430890783,-0.00029668850793841385,-0.0002124437075913398,-0.029532052378655055,-1.179029312107683e-09,1.2361639386205475e-09,5.466822192997043e-12,6.690866203345506e-10,5.942709318909325e-10,-2.423329868548444e-08,1.9676015437343322,49.99850159490447,1.404111999363522,1,-0.9999103546142578,0.6077759265899658,-0.9999988675117493,-0.9948651790618896,-0.14479517936706543,0.9534341096878052,-0.5221602916717529,0.4197169542312622
