step,time,cycle,phase,world_x,world_y,world_z,body_forward_velocity,body_lateral_velocity,yaw,yaw_deg,yaw_rate_deg_s,upright,right_contact,left_contact,floor_contact_count,right_tracking_error,left_tracking_error,R1_cmd,R1_actual,R1_error,R2_cmd,R2_actual,R2_error,L1_cmd,L1_actual,L1_error,L2_cmd,L2_actual,L2_error,R4_cmd,R4_actual,R4_error,R3_cmd,R3_actual,R3_error,L3_cmd,L3_actual,L3_error,L4_cmd,L4_actual,L4_error
10,0.2,0,0.30000000000000004,-0.0010072935078092018,-0.01129950892173725,0.04671828503377775,0.0022004369687523874,-0.004768293599364825,0.019044388807274996,1.091163102063041,11.51477027544277,0.9999993059640033,2,0,2,0.005778997028557721,0.004240283329031022,2.6468915078369104,2.650690157874512,-0.003798650037601714,0.49470114575288254,0.481803385318616,0.012897760434266548,0.49470114575288254,0.503447822757122,-0.008746677004239423,2.6468915078369104,2.641681279418125,0.005210228418785601,2.2516801661354296e-19,-0.005928422412343767,0.005928422412343767,3.141592653589793,3.142083808819812,-0.0004911552300188582,0.40374585783967465,0.4017231499417775,0.002022707897897158,2.7378467957501185,2.7368652757549166,0.0009815199952019071
11,0.22,0,0.33,-0.0006083925897342744,-0.009800763099621988,0.04582543242950399,0.020941169227208692,0.07466505130092553,0.013316751418388612,0.7629936530985202,-16.40847244822604,0.999642673135024,2,0,2,0.0032988410093120167,0.0031574984694464764,2.6413667067276907,2.6476462885282546,-0.0062795818005638715,0.5002259468621022,0.5011177808210476,-0.0008918339589454316,0.5002259468621022,0.5016014541164997,-0.001375507254397501,2.6413667067276907,2.638648898753319,0.002717807974371489,1.4437331635427395e-19,0.001356265304693113,-0.0013562653046931127,3.141592653589793,3.1462603365628388,-0.00466768297304565,0.3960725229657584,0.3925956068042028,0.003476916161555599,2.7455201306240347,2.750579893111496,-0.005059762487461317
12,0.24,0,0.36,-0.00044348150162951556,-0.008433747892096907,0.04590972721627296,0.009149250229414995,0.06823567125559322,0.013232392518041564,0.7581602441442696,-0.24167044771252819,0.9990679891721613,0,2,2,0.0012145106215749654,0.01254460190216794,2.625898588111306,2.6275705115647843,-0.001671923453478108,0.515694065478487,0.5138811173513596,0.0018129481271274006,0.515694065478487,0.4961099368788343,0.01958412859965264,2.625898588111306,2.6454415258316333,-0.019542937720327114,9.256933905895409e-20,-0.0008133623422639442,0.0008133623422639443,3.141592653589793,3.1410328450263627,0.0005598085634304084,0.3745890248874462,0.37902558675733905,-0.00443656186989283,2.767003628702347,2.7603888492835478,0.006614779418799177
13,0.26,0,0.39,-0.00041475516469211004,-0.00937684998483367,0.04661802115959379,0.0008569492157329634,-0.04716919055312925,0.012284435182885805,0.7038462896813762,-2.7156977231446704,0.9999934717978378,2,0,2,0.010043752886795487,0.011147709101315836,2.6009780473862727,2.6204771930594815,-0.019499145673208762,0.5406146062035203,0.5212753624967206,0.019339243706799736,0.5406146062035203,0.5349098476902739,0.005704758513246366,2.6009780473862727,2.6066360569692986,-0.005658009583025869,5.935364477452435e-20,-0.0006492209423306624,0.0006492209423306626,3.141592653589793,3.142280054814636,-0.0006874012248427874,0.3399771627693444,0.3558466985518995,-0.015869535782555066,2.8016154908204487,2.7842569582940127,0.017358532526436043
14,0.28,0,0.42000000000000004,-0.0003694815586652115,-0.008327862755702265,0.047894030607122,0.002958067746484431,0.05241478418266995,0.013243369161298079,0.7587891594760887,2.747143489735623,0.9997475281467297,0,0,0,0.010592691724142362,0.01661690338982319,2.567451314700879,2.5464364082441344,0.02101490645674442,0.5741413388889143,0.5948249581972384,-0.020683619308324075,0.5741413388889143,0.5536994675562262,0.020441871332688044,2.567451314700879,2.5866779714419086,-0.019226656741029746,3.805639301126307e-20,0.0005397270030480096,-0.0005397270030480096,3.141592653589793,3.14146013946134,0.00013251412845294297,0.29341225626185274,0.2798143728443663,0.013597883417486467,2.8481803973279405,2.861381599396029,-0.013201202068088502
15,0.3,0,0.45,-0.0005268843055284951,-0.006544894169054686,0.047568312397730614,-0.007573298564758939,0.08917413673862758,0.0033292309635380556,0.19075088323500305,-28.401913812054282,0.9997029642748776,2,0,2,0.0023680770799339858,0.027177848014486812,2.5264826289259847,2.5288644032607883,-0.002381774334803577,0.6151100246638085,0.611921703207739,0.0031883214560695095,0.6151100246638085,0.5827644662027514,0.03234555846105713,2.5264826289259847,2.5550795377912157,-0.02859690886523092,2.4401012853204665e-20,0.001986029693980483,-0.001986029693980483,3.141592653589793,3.1396764707549107,0.001916182834882374,0.23651130379672192,0.21332874069083982,0.023182563105882098,2.9050813497930714,2.9296677114188485,-0.024586361625777098
16,0.32,0,0.48000000000000004,-0.0006450056927508316,-0.003498645972392973,0.04664966874111018,-0.007616893406315622,0.15223644366345723,-0.0112350188135421,-0.6437191607660399,-41.723502200052145,0.9999814976613828,2,2,4,0.0170339017842417,0.008124433902191107,2.4795082825817407,2.4579682970747245,0.02153998550701619,0.6620843710080525,0.7007122725170948,-0.03862790150904227,0.6620843710080525,0.6511102220340402,0.010974148974012277,2.4795082825817407,2.4783283956481643,0.0011798869335764017,1.5645450899302082e-20,0.0025701026698412973,-0.0025701026698412973,3.141592653589793,3.136195036138726,0.005397617451067038,0.1712691560963831,0.16135040110565232,0.009918754990730777,2.97032349749341,2.959898552782965,0.010424944710444972
17,0.34,0,0.5100000000000001,-0.0006151866847374885,-0.0004341204537672095,0.04709004473034961,-0.00046222229109584446,0.15323283238073399,-0.012746537425057804,-0.730322797861364,-4.330181854766206,0.9999963250774437,0,0,0,0.006002587278492215,0.007159787610115334,2.4281827196460575,2.437928598248083,-0.00974587860202547,0.7134099339437356,0.7061801881530494,0.007229745790686248,0.7134099339437356,0.7220237567782031,-0.008613822834467433,2.4281827196460575,2.441950789551344,-0.013768069905286673,0.009830772012904103,0.005468441272264435,0.004362330740639668,3.131761881576889,3.1344342755575063,-0.0026723939806174712,0.10981442403194944,0.1107538008783154,-0.0009393768463659691,3.031778229557844,3.0264603487035027,0.0053178808543412615
18,0.36,0,0.54,-0.0005640783839745315,0.0017084464374411276,0.047295570398256916,-0.0012188047189328416,0.10715188691446219,-0.03522331020419663,-2.0181470151805527,-64.39121086595945,0.9999871943238884,0,0,0,0.010089289984290675,0.019488066117664085,2.374317989165856,2.3954765557324356,-0.021158566566579662,0.7672746644239373,0.7554392569812935,0.011835407442643775,0.7672746644239373,0.8057716619316243,-0.03849699750768698,2.374317989165856,2.3593636790027737,0.01495431016308224,0.04523932870391858,0.05123435573560898,-0.0059950270316904,3.0963533248858743,3.0949851659896255,0.0013681588962488611,0.07041085505601707,0.08870144995129897,-0.018290594895281898,3.071181798533776,3.064971436629171,0.006210361904605222
19,0.38,0,0.5700000000000001,-0.0007676343608144709,0.004087934499141779,0.04702327438982454,-0.014651599427783428,0.11850665303229073,-0.03767265931872295,-2.1584843819970163,-7.01686834082316,0.9999594195845893,0,2,2,0.01318467574635837,0.019011151154129192,2.319818310622865,2.326400663072525,-0.0065823524496599894,0.8217743429669282,0.8051506581619755,0.016623684804952688,0.8217743429669282,0.8105287896388712,0.01124555332805699,2.319818310622865,2.3472711190691657,-0.027452808446300825,0.09566853101877995,0.07772691458096628,0.017941616437813668,3.045924122571013,3.034333073278006,0.011591049293007138,0.045146059394502266,0.03400282755425267,0.011143231840249596,3.096446594195291,3.1226496051972004,-0.02620301100190936
20,0.4,0,0.6000000000000001,-0.0008119077786103565,0.003202056097266014,0.04787904614556965,-0.0007890674707099346,-0.044342181595066886,-0.03214222513537059,-1.8416138444160461,15.843526879048502,0.9999567852459548,0,0,0,0.022400263706265452,0.02311632977362179,2.2666118197314993,2.293973289326647,-0.027361469595147625,0.8749808338582941,0.8451184560940999,0.029862377764194203,0.8749808338582941,0.9054840270140492,-0.030503193155755115,2.2666118197314993,2.2345995970319126,0.0320122226995867,0.1533671435387124,0.16547585042177199,-0.012108706883059595,2.988225510051081,2.9679570094684204,0.020268500582660387,0.028946767898648765,0.04297434126619009,-0.014027573367541325,3.1126458856911445,3.0967235558195405,0.015922329871604024
21,0.42,0,0.63,-0.0007381375109207879,0.0008090144813643278,0.047061604068678264,0.006655939184424375,-0.11952373840854418,-0.024812487855950107,-1.42165083336555,20.998150552524802,0.9999237055823362,1,1,2,0.02015028273307,0.009151234882482203,2.2165817527123046,2.237674836140331,-0.021093083428026294,0.9250109008774888,0.9589945579240766,-0.03398365704658779,0.9250109008774888,0.9159091149339392,0.0091017859435496,2.2165817527123046,2.233234701208544,-0.01665294849623944,0.21246667971843705,0.22073795342243827,-0.008271273704001214,2.929125973871356,2.9118728571176913,0.0172531167536647,0.01856009988504736,0.010223756737706039,0.00833634314734132,3.123032553704746,3.1255464156475443,-0.0025138619427984565
22,0.44,0,0.66,-7.262241506128247e-05,-0.0017479210020908932,0.04618718650617522,0.028648028383991143,-0.1289626457278743,0.03603626064923651,2.06472564463462,174.3188239000085,0.9998823793268429,2,0,2,0.03430301046052967,0.004464224315172957,2.1714994043504445,2.100423692667327,0.07107571168311733,0.9700932492393488,0.9863015672681146,-0.016208318028765767,0.9700932492393488,0.9764870783145871,-0.006393829075238333,2.1714994043504445,2.1750544638085816,-0.0035550594581370554,0.26842132461178864,0.2282048406366405,0.040216483975148126,2.8731713289780045,2.863459800822917,0.009711528155087468,0.01190037205359342,0.014459302247428984,-0.002558930193835563,3.1296922815361996,3.1243432030027187,0.005349078533480878
23,0.46,0,0.6900000000000001,-1.6324407132199144e-05,-0.00314174850499804,0.04740860571209302,7.613520200428544e-05,-0.0697481586661892,0.03927742750898565,2.250430826395916,9.285259088064798,0.9999594737058984,0,1,1,0.015554774466334437,0.015049119588713578,2.1329611690983605,2.117285407374413,0.015675761723947357,1.0086314844914324,1.0019138604896647,0.006717624001767675,1.0086314844914324,0.9859492144635921,0.02268227002784029,2.1329611690983605,2.157454506562191,-0.02449333746383031,0.3176765644729843,0.28241423120163756,0.03526233327134676,2.8239160891168087,2.8193527102485327,0.004563378868275958,0.007630285175784006,0.011823291649741602,-0.004193006473957596,3.133962368414009,3.142790232803235,-0.008827864389226114
24,0.48,0,0.72,0.00012321688752853568,-0.004680777289785572,0.04619815889121696,0.0036405649865447797,-0.07718127829907455,0.043287094352166405,2.4801678137637175,11.486849368390073,0.9999218427079836,0,1,1,0.015422727468697231,0.009200538134072742,2.102331853424899,2.1169940262594387,-0.014662172834539522,1.039260800164894,1.0234261625852807,0.01583463757961323,1.039260800164894,1.021288505372483,0.017972294792411025,2.102331853424899,2.115002351616858,-0.012670498191958757,0.35747938472318186,0.3456721709907817,0.011807213732400179,2.7841132688666113,2.7647263831383753,0.019386885728235992,0.004892389212840513,0.00260846543117417,0.002283923781666343,3.1367002643769526,3.1405757001472074,-0.0038754357702548425
25,0.5,0,0.75,0.0010772015867804483,-0.004807284404797643,0.04538151695815039,0.047659940776138256,-0.006614921511521693,0.0060731412298570125,0.347965360857697,-106.61012264530102,0.9997548735888486,2,2,4,0.012849553383339402,0.00765700202581614,2.0806962405747016,2.101671878654392,-0.020975638079690384,1.0608964130150913,1.064293047496617,-0.0033966344815257177,1.0608964130150913,1.051273635755442,0.009622777259649329,2.0806962405747016,2.0676758153163255,0.0130204252583761,0.3857733618181217,0.40921951842122084,-0.023446156603099122,2.7558192917716715,2.759399076140714,-0.0035797843690423825,0.0031369040158396,0.0003580472111977956,0.0027788568046418043,3.1384557495739536,3.1332498007933562,0.005205948780597325
26,0.52,0,0.78,0.0018935478679053715,-0.003630535498622614,0.04578635721808485,0.041316562189147844,0.05848794564777281,0.008510436071039596,0.4876120686864673,6.9823353914385144,0.9997154062060637,1,0,1,0.005315246351320663,0.0031217275016283278,2.0688206062528356,2.071833202913044,-0.0030125966602083665,1.0727720473369573,1.0701366266311134,0.0026354207058438828,1.0727720473369573,1.0748794056782427,-0.0021073583412853925,2.0688206062528356,2.061946360806084,0.006874245446751637,0.40114171569577295,0.40469979179954985,-0.003558076103776897,2.7404509378940203,2.752505829829474,-0.012054891935453504,0.0020113213353435194,0.0014513884183746965,0.0005599329169688229,3.1395813322544495,3.136635958952942,0.002945373301507459
27,0.54,0,0.81,0.0017570217462039152,-0.002306992173399236,0.04543968305175249,-0.006151666769437645,0.06624328483011158,0.010189264169527203,0.5838018332577805,4.80948822856566,0.9997599617657629,1,2,3,0.0026938852966334886,0.010761430237291737,2.067125537450615,2.068755032010391,-0.0016294945597761235,1.0744671161391781,1.076668728855735,-0.0022016127165569443,1.0744671161391781,1.0646797525951939,0.00978736354398424,2.067125537450615,2.07781425527509,-0.010688717824475003,0.4027742763807889,0.4076475985892433,-0.004873322208454434,2.7388183772090042,2.7367472655072578,0.002071111701746453,0.0012896197950530127,-0.01374724657136534,0.015036866366418353,3.14030303379474,3.1478358070090295,-0.007532773214289357
28,0.56,0,0.8400000000000001,0.0016407946596027098,-0.0027543427859305606,0.045681321250033595,-0.006032543882336188,-0.022308892392666587,0.009901766082189102,0.5673294062352238,-0.8236213511278357,0.9998127765101276,1,2,3,0.00153506169135402,0.0017512321047940082,2.0756710101956832,2.074892959260264,0.0007780509354193832,1.0659216433941097,1.0635473181845176,0.002374325209592021,1.0659216433941097,1.0680229308609634,-0.002101287466853785,2.0756710101956832,2.073311896435009,0.002359113760674436,0.3904428233609266,0.3896437453021652,0.0007990780587613933,2.7511498302288664,2.748961037667223,0.0021887925616432824,0.0008268789211190492,0.0028821284653493973,-0.002055249544230348,3.140765774668674,3.1402764970212567,0.0004892776474174632
29,0.58,0,0.87,0.0014423316151664098,-0.0031305025796993613,0.046164689108639766,-0.010152062082397278,-0.01868542377397232,0.012210518877469954,0.699611197343848,6.61408955543121,0.9998539001225548,0,0,0,0.0072166906742439085,0.004720162917772852,2.0941542502869996,2.105643754465129,-0.01148950417812955,1.0474384033027933,1.041572617130737,0.005865786172056353,1.0474384033027933,1.0406039842673471,0.0068344190354461265,2.0941542502869996,2.0896433054209087,0.004510944866090938,0.36447495619414005,0.35591322928926217,0.008561726904877887,2.777117697395653,2.774167951953741,0.002949745441911844,0.0005301785478276538,-0.005961295196326585,0.006491473744154239,3.1410624750419656,3.1400186610165655,0.0010438140254001027
30,0.6,0,0.9,0.00075035300704171,-0.0021317072292222103,0.04645550584873429,-0.03394742818343052,0.050384903347364444,0.012987694036988127,0.7441400539266457,2.22644282913989,0.9998679331871287,1,0,1,0.009584460490490304,0.0035751008169086795,2.121920449870668,2.131258504737043,-0.009338054866375067,1.0196722037191248,1.0276304568909966,-0.00795825317187182,1.0196722037191248,1.0220225941208843,-0.002350390401759439,2.121920449870668,2.112476009577427,0.009444440293241207,0.3257205516451174,0.3451334930117921,-0.019412941366674707,2.8158721019446755,2.814243509387636,0.001628592557039621,0.0003399400872333643,0.0009293161546668515,-0.0005893760674334871,3.14125271350256,3.1393365169973593,0.0019161965052005847
31,0.62,0,0.93,0.00015687414129513742,-6.46483099403962e-05,0.04678757010881489,-0.030184283251271163,0.10320505508105152,-0.0049413619704216805,-0.2831191859516106,-51.36296199391282,0.9999601155050167,0,0,0,0.008732273040866975,0.011395131723474436,2.157985958338812,2.150363558069827,0.007622400268985086,0.9836066952509814,0.9951454201982284,-0.011538724947246948,0.9836066952509814,1.0056932873024456,-0.022086592051464127,2.157985958338812,2.1446830420578302,0.01330291628098168,0.27550759049152673,0.28943257311153675,-0.013924982620010018,2.866085063098266,2.867928047425492,-0.0018429843272258495,0.00021796291717520117,0.003229133746017427,-0.003011170828842226,3.141374690672618,3.1341948429400084,0.007179847732609712
32,0.64,0,0.9600000000000001,-0.0014360354590467065,0.0022933255500077487,0.04717914362608971,-0.08384470843974202,0.11495028997051103,-0.03606434711371627,-2.0663348805107544,-89.16078472795718,0.9999345706924547,0,0,0,0.019163638113898505,0.010192173962712358,2.20107312479836,2.208850482304453,-0.0077773575060926525,0.9405195287914329,0.9675345033515175,-0.027014974560084615,0.9405195287914329,0.918813786263982,0.021705742527450833,2.20107312479836,2.185401039940411,0.01567208485794902,0.2155860943728762,0.24213354345744226,-0.02654744908456605,2.926006559216917,2.910691787912066,0.015314771304850705,0.0001397535478977215,-0.0007145160265816143,0.0008542695744793358,3.1414529000418954,3.138916301150925,0.002536598890970243
33,0.66,0,0.9900000000000001,-0.002714151249038588,0.00452299926689207,0.047041027192940454,-0.07247867139426871,0.10611034037218006,-0.07875630078605061,-4.512403645103548,-122.3034382296397,0.9999929248130695,0,0,0,0.0206248737891336,0.01363539646036243,2.2496555570259535,2.2339171898993144,0.01573836712663912,0.8919370965638392,0.8481748745835993,0.043762221980239935,0.8919370965638392,0.8992436999055051,-0.007306603341665885,2.2496555570259535,2.2793411676861846,-0.02968561066023101,0.1480603477430018,0.15522324693668696,-0.007162899193685152,2.9935323058467915,2.9776962989908213,0.015836006855970197,8.960723412552533e-05,-0.011237578681098308,0.011327185915223833,3.1415030463556675,3.1352808604313385,0.006222185924328993
34,0.68,1,0.02000000000000013,-0.0025963803329492737,0.006017332068206982,0.04713856650842113,-0.00330361095512585,0.07487547949137051,-0.12274193926956359,-7.032595089397056,-126.00957221467539,0.9999906643866768,0,0,0,0.01396719971931788,0.01302588261187543,2.302012193092952,2.27059081743439,0.031421375658561956,0.8395804604968412,0.8330521479270075,0.006528312569833661,0.8395804604968412,0.8695130976483457,-0.029932637151504515,2.302012193092952,2.289854711479541,0.012157481613410681,0.09493339127693205,0.08449930788317872,0.010434083393753332,3.046659262312861,3.0391742350577386,0.007485027255122567,0.019680200861108707,0.022754310835751683,-0.003074109974642976,3.1219124527286843,3.128851754436628,-0.006939301707943546
35,0.7000000000000001,1,0.050000000000000155,-0.0024608398987774156,0.007441209351706102,0.04711010657017695,-1.9756196478827245e-05,0.07151569009031178,-0.09518137568592108,-5.4534911150523895,78.95519871723334,0.9999746508942963,1,1,2,0.02379608552848341,0.02920440827774635,2.3562882698289083,2.337566757827558,0.018721512001350415,0.7853043837608848,0.8114597513450539,-0.02615536758416903,0.7853043837608848,0.7300177553146727,0.05528662844621213,2.3562882698289083,2.319686247096227,0.036602022732681316,0.06086942869391616,0.08876427494440645,-0.02789484625049029,3.080723224895877,3.103135841173801,-0.022412616277923902,0.06099967818914309,0.05529909772433368,0.00570058046480941,3.08059297540065,3.0613645739333673,0.019228401467282552
36,0.72,1,0.08000000000000002,-0.0006752632854562007,0.00816820395437044,0.047234777432674825,0.08582169448536603,0.043893612764471054,-0.08611305157381947,-4.9339144161722475,25.978834944007087,0.99992189395086,1,0,1,0.02865654734327011,0.031354174814133794,2.410561028081809,2.407586741443508,0.0029742866383006827,0.7310316255079845,0.640451594642977,0.09058003086500754,0.7310316255079845,0.7165022872271406,0.014529338280843906,2.410561028081809,2.4765321363514605,-0.06597110826965169,0.039028283933474586,0.05453855759163574,-0.015510273658161156,3.1025643696563185,3.1081259678679296,-0.005561598211611063,0.11453736433550751,0.07641041465352838,0.03812694968197913,3.0270552892542852,3.0338445922783457,-0.006789303024060445
37,0.74,1,0.11000000000000004,0.0004844370251600907,0.009479204163855936,0.04762428048530746,0.04896828723017373,0.07253394202047446,-0.1304126253003008,-7.472093024928255,-126.9089304378004,0.999816494314695,0,1,1,0.010039170838243875,0.009932179105398717,2.462907827003001,2.452913821960531,0.009994005042470278,0.6786848265867923,0.651790916453528,0.026893910133264254,0.6786848265867923,0.6938123390594902,-0.015127512472697946,2.462907827003001,2.468794419490512,-0.005886592487510889,0.025024170252219792,0.0242353274159499,0.0007888428362698915,3.1165684833375735,3.1140885579966024,0.0024799253409710786,0.17323713804479757,0.15530633881325467,0.017930799231542893,2.9683555155449954,2.9675717033151523,0.0007838122298431394
38,0.76,1,0.14000000000000007,0.0027479259758334366,0.010402271941703622,0.04718937152702711,0.10210136220221926,0.06718558414759605,-0.19477950690507378,-11.160043681300003,-184.3975328185874,0.9999580485193224,1,0,1,0.01281529277053607,0.0167156020538596,2.511474254290655,2.4764863847025826,0.03498786958807232,0.6301183992991384,0.6440814193655514,-0.013963020066413034,0.6301183992991384,0.6569205296523795,-0.026802130353241083,2.511474254290655,2.481970661805899,0.02950359248475598,0.0160450072024556,0.016747662333949462,-0.0007026551314938609,3.1255476463873375,3.1271552726835026,-0.0016076262961650656,0.2317113462278861,0.23103184758950135,0.0006794986383847623,2.909881307361907,2.9197584941009636,-0.009877186739056576
