episode,steps,duration,total_reward,mean_forward_velocity,mean_abs_forward_velocity,mean_lateral_velocity,mean_abs_lateral_velocity,mean_abs_vertical_velocity,mean_abs_roll_rate,mean_abs_pitch_rate,mean_abs_yaw_rate,minimum_upright,minimum_height,terminated,truncated
0,1000,20.0,-71.51308402325022,0.010987960408602053,0.05694590436582268,0.0005284195693851585,0.06355396843259552,0.03748748363913102,0.8492443631662604,0.6685532630448079,1.4176703703368956,0.9987607619137344,0.04634780380371966,0,1
1,1000,20.0,-75.1009787805751,0.007519498711166478,0.05652097958079534,0.00494909844630647,0.061672930101928716,0.038369376234717235,0.8259330087519152,0.6307110571541567,1.3697091801718302,0.9985843756695134,0.046267946276668144,0,1
2,1000,20.0,-93.43086640384725,-0.00034234324406965435,0.0559291919102603,0.004861515336194874,0.05793834102925345,0.040560415657168565,0.8794344042308319,0.6995303326907812,1.4589571010203812,0.9984895776062491,0.046255468085883426,0,1
