sweep,vx_cmd,yaw_cmd,episode,mean_vx,mean_yaw_rate,vx_mae,yaw_mae,minimum_upright,fall,displacement,lateral_drift,path_efficiency
yaw,0.1,0.5,4,0.03425667168781511,0.00862115740811969,0.07166882687043616,0.9911898011607636,0.997460244697953,False,0.3638037651662095,0.36362934773188826,0.27039508487739417
yaw,0.1,0.5,5,0.03425667168781511,0.00862115740811969,0.07166882687043616,0.9911898011607636,0.997460244697953,False,0.3638037651662095,0.36362934773188826,0.27039508487739417
yaw,0.1,0.75,1,0.04992033662373401,0.07293391119070099,0.0720421875521261,1.5350458901669297,0.9963013574055399,False,0.7511888535917485,0.749482442912806,0.38798316361226404
yaw,0.1,0.75,2,0.04992033662373401,0.07293391119070099,0.0720421875521261,1.5350458901669297,0.9963013574055399,False,0.7511888535917485,0.749482442912806,0.38798316361226404
yaw,0.1,0.75,3,0.04992033662373401,0.07293391119070099,0.0720421875521261,1.5350458901669297,0.9963013574055399,False,0.7511888535917485,0.749482442912806,0.38798316361226404
yaw,0.1,0.75,4,0.04992033662373401,0.07293391119070099,0.0720421875521261,1.5350458901669297,0.9963013574055399,False,0.7511888535917485,0.749482442912806,0.38798316361226404
yaw,0.1,0.75,5,0.04992033662373401,0.07293391119070099,0.0720421875521261,1.5350458901669297,0.9963013574055399,False,0.7511888535917485,0.749482442912806,0.38798316361226404
yaw,0.1,1.0,1,0.09713051193767003,0.21596394958628037,0.07327634599493218,2.572536184641741,0.9874133269647678,False,0.5980161586810567,0.005116355963002982,0.2066572966650492
yaw,0.1,1.0,2,0.09713051193767003,0.21596394958628037,0.07327634599493218,2.572536184641741,0.9874133269647678,False,0.5980161586810567,0.005116355963002982,0.2066572966650492
yaw,0.1,1.0,3,0.09713051193767003,0.21596394958628037,0.07327634599493218,2.572536184641741,0.9874133269647678,False,0.5980161586810567,0.005116355963002982,0.2066572966650492
yaw,0.1,1.0,4,0.09713051193767003,0.21596394958628037,0.07327634599493218,2.572536184641741,0.9874133269647678,False,0.5980161586810567,0.005116355963002982,0.2066572966650492
yaw,0.1,1.0,5,0.09713051193767003,0.21596394958628037,0.07327634599493218,2.572536184641741,0.9874133269647678,False,0.5980161586810567,0.005116355963002982,0.2066572966650492
