tracking_error,K25_reward,K50_reward,K75_reward,K100_reward
0.0,2.0,2.0,2.0,2.0
0.05,1.8788261256269516,1.7649938051691907,1.6580582363608007,1.5576015661428098
0.1,1.5576015661428098,1.2130613194252666,0.9447331054820293,0.7357588823428844
0.15,1.139565649461846,0.6493049347166995,0.36996279981460856,0.21079844912372867
0.2,0.7357588823428844,0.27067056647322524,0.09957413673572785,0.03663127777746833
