step,time,cycle,phase,leg,event,forward_velocity,lateral_velocity,yaw_rate_deg_s
265,5.3,7,0.9500000000000002,L1-L3,touchdown,0.036059564462272035,0.15172058205041736,181.8152116650557
266,5.32,7,0.9800000000000009,L1-L3,liftoff,-0.008579618043855479,0.08830835771313787,114.96104745490467
267,5.34,8,0.010000000000000231,R1-R4,touchdown,-0.017811270177366487,0.12342561523663612,-33.212893614536384
267,5.34,8,0.010000000000000231,R2-R3,touchdown,-0.017811270177366487,0.12342561523663612,-33.212893614536384
268,5.36,8,0.040000000000000924,R1-R4,liftoff,-0.0272172971445009,0.14052113534064717,-69.43645337688531
268,5.36,8,0.040000000000000924,R2-R3,liftoff,-0.0272172971445009,0.14052113534064717,-69.43645337688531
268,5.36,8,0.040000000000000924,L1-L3,touchdown,-0.0272172971445009,0.14052113534064717,-69.43645337688531
268,5.36,8,0.040000000000000924,L2-L4,touchdown,-0.0272172971445009,0.14052113534064717,-69.43645337688531
269,5.38,8,0.07000000000000028,L1-L3,liftoff,-0.003367369722427798,0.06892541452366346,31.351093557161292
269,5.38,8,0.07000000000000028,L2-L4,liftoff,-0.003367369722427798,0.06892541452366346,31.351093557161292
270,5.4,8,0.10000000000000098,R1-R4,touchdown,0.00835523266078839,0.052245733610402925,-3.226012421488952
270,5.4,8,0.10000000000000098,R2-R3,touchdown,0.00835523266078839,0.052245733610402925,-3.226012421488952
271,5.42,8,0.13000000000000034,R1-R4,liftoff,0.017028218778348016,0.04108822155016429,110.90802627531912
271,5.42,8,0.13000000000000034,R2-R3,liftoff,0.017028218778348016,0.04108822155016429,110.90802627531912
271,5.42,8,0.13000000000000034,L1-L3,touchdown,0.017028218778348016,0.04108822155016429,110.90802627531912
271,5.42,8,0.13000000000000034,L2-L4,touchdown,0.017028218778348016,0.04108822155016429,110.90802627531912
272,5.44,8,0.16000000000000103,L1-L3,liftoff,-0.029125464132295345,-0.16229449362708256,-18.13237365547144
272,5.44,8,0.16000000000000103,L2-L4,liftoff,-0.029125464132295345,-0.16229449362708256,-18.13237365547144
274,5.48,8,0.22000000000000108,R2-R3,touchdown,-0.021124652549808526,-0.19673622642833621,-44.70471155735383
275,5.5,8,0.25000000000000044,R1-R4,touchdown,-0.00485022631715531,-0.0889591081224933,-123.64454429564049
275,5.5,8,0.25000000000000044,L1-L3,touchdown,-0.00485022631715531,-0.0889591081224933,-123.64454429564049
276,5.5200000000000005,8,0.28000000000000114,R1-R4,liftoff,-0.06991821086760741,0.014323480896151347,11.696750178632705
276,5.5200000000000005,8,0.28000000000000114,R2-R3,liftoff,-0.06991821086760741,0.014323480896151347,11.696750178632705
276,5.5200000000000005,8,0.28000000000000114,L1-L3,liftoff,-0.06991821086760741,0.014323480896151347,11.696750178632705
276,5.5200000000000005,8,0.28000000000000114,L2-L4,touchdown,-0.06991821086760741,0.014323480896151347,11.696750178632705
277,5.54,8,0.3100000000000005,R1-R4,touchdown,-0.02450120348319652,0.003327328841988399,8.33576387397371
277,5.54,8,0.3100000000000005,R2-R3,touchdown,-0.02450120348319652,0.003327328841988399,8.33576387397371
277,5.54,8,0.3100000000000005,L1-L3,touchdown,-0.02450120348319652,0.003327328841988399,8.33576387397371
277,5.54,8,0.3100000000000005,L2-L4,liftoff,-0.02450120348319652,0.003327328841988399,8.33576387397371
278,5.5600000000000005,8,0.3400000000000012,L2-L4,touchdown,-0.01369263223043278,-9.401145084029518e-05,1.2499002306439648
279,5.58,8,0.37000000000000055,R2-R3,liftoff,0.009289962886233186,0.014365370768695322,-4.069285694065893
279,5.58,8,0.37000000000000055,L1-L3,liftoff,0.009289962886233186,0.014365370768695322,-4.069285694065893
279,5.58,8,0.37000000000000055,L2-L4,liftoff,0.009289962886233186,0.014365370768695322,-4.069285694065893
280,5.6000000000000005,8,0.40000000000000124,R1-R4,liftoff,0.002849482806046267,-0.011755445570891606,-18.23568327877456
281,5.62,8,0.4300000000000006,R1-R4,touchdown,0.004123414303640232,-0.06798442248066126,-10.760490845856298
281,5.62,8,0.4300000000000006,L1-L3,touchdown,0.004123414303640232,-0.06798442248066126,-10.760490845856298
282,5.64,8,0.45999999999999996,R1-R4,liftoff,0.009687025403463827,-0.038107294671772526,78.22765738800325
282,5.64,8,0.45999999999999996,L1-L3,liftoff,0.009687025403463827,-0.038107294671772526,78.22765738800325
283,5.66,8,0.49000000000000066,R1-R4,touchdown,-0.017929346197271927,0.002448217677771969,46.40817484155652
284,5.68,8,0.52,R1-R4,liftoff,-0.05702432404337135,0.050429572649382,-0.9494655700516169
284,5.68,8,0.52,L1-L3,touchdown,-0.05702432404337135,0.050429572649382,-0.9494655700516169
284,5.68,8,0.52,L2-L4,touchdown,-0.05702432404337135,0.050429572649382,-0.9494655700516169
285,5.7,8,0.5500000000000007,L2-L4,liftoff,-0.08313017814069873,0.009799702726864253,-18.40292261686361
286,5.72,8,0.5800000000000001,R2-R3,touchdown,-0.1158518980082823,0.018857387621072558,89.06285335242535
286,5.72,8,0.5800000000000001,L2-L4,touchdown,-0.1158518980082823,0.018857387621072558,89.06285335242535
287,5.74,8,0.6100000000000008,R1-R4,touchdown,0.023983569906337522,0.10028512684656851,91.46624537266732
287,5.74,8,0.6100000000000008,R2-R3,liftoff,0.023983569906337522,0.10028512684656851,91.46624537266732
287,5.74,8,0.6100000000000008,L1-L3,liftoff,0.023983569906337522,0.10028512684656851,91.46624537266732
287,5.74,8,0.6100000000000008,L2-L4,liftoff,0.023983569906337522,0.10028512684656851,91.46624537266732
288,5.76,8,0.6400000000000001,R1-R4,liftoff,-0.0040430822402987045,0.1558102095935064,-18.362554316298237
289,5.78,8,0.6700000000000008,R1-R4,touchdown,-0.010551243248757978,0.16359989808304917,-6.584649151618194
289,5.78,8,0.6700000000000008,R2-R3,touchdown,-0.010551243248757978,0.16359989808304917,-6.584649151618194
289,5.78,8,0.6700000000000008,L1-L3,touchdown,-0.010551243248757978,0.16359989808304917,-6.584649151618194
289,5.78,8,0.6700000000000008,L2-L4,touchdown,-0.010551243248757978,0.16359989808304917,-6.584649151618194
290,5.8,8,0.7000000000000002,R1-R4,liftoff,-0.1482592340305278,0.23823332508829856,-50.58826511612762
290,5.8,8,0.7000000000000002,R2-R3,liftoff,-0.1482592340305278,0.23823332508829856,-50.58826511612762
290,5.8,8,0.7000000000000002,L1-L3,liftoff,-0.1482592340305278,0.23823332508829856,-50.58826511612762
290,5.8,8,0.7000000000000002,L2-L4,liftoff,-0.1482592340305278,0.23823332508829856,-50.58826511612762
291,5.82,8,0.7300000000000009,R1-R4,touchdown,-0.1592346552043212,0.250710429442482,-54.45993770320165
292,5.84,8,0.7600000000000002,R1-R4,liftoff,-0.12009511142028559,0.26820169588970155,26.581004011270096
292,5.84,8,0.7600000000000002,R2-R3,touchdown,-0.12009511142028559,0.26820169588970155,26.581004011270096
292,5.84,8,0.7600000000000002,L1-L3,touchdown,-0.12009511142028559,0.26820169588970155,26.581004011270096
292,5.84,8,0.7600000000000002,L2-L4,touchdown,-0.12009511142028559,0.26820169588970155,26.581004011270096
293,5.86,8,0.7900000000000009,R2-R3,liftoff,0.017073852946078362,0.16251087636682435,105.80585010949858
293,5.86,8,0.7900000000000009,L1-L3,liftoff,0.017073852946078362,0.16251087636682435,105.80585010949858
294,5.88,8,0.8200000000000003,R1-R4,touchdown,0.09238392730151643,0.09176938153125068,64.03342424707715
294,5.88,8,0.8200000000000003,L1-L3,touchdown,0.09238392730151643,0.09176938153125068,64.03342424707715
294,5.88,8,0.8200000000000003,L2-L4,liftoff,0.09238392730151643,0.09176938153125068,64.03342424707715
295,5.9,8,0.850000000000001,R1-R4,liftoff,0.007512368150496653,0.04954583153832602,28.805850233690364
295,5.9,8,0.850000000000001,R2-R3,touchdown,0.007512368150496653,0.04954583153832602,28.805850233690364
295,5.9,8,0.850000000000001,L2-L4,touchdown,0.007512368150496653,0.04954583153832602,28.805850233690364
296,5.92,8,0.8800000000000003,R2-R3,liftoff,0.05808919055644865,-0.033876246907678334,-10.89585540533557
296,5.92,8,0.8800000000000003,L1-L3,liftoff,0.05808919055644865,-0.033876246907678334,-10.89585540533557
296,5.92,8,0.8800000000000003,L2-L4,liftoff,0.05808919055644865,-0.033876246907678334,-10.89585540533557
297,5.94,8,0.910000000000001,R2-R3,touchdown,0.03641819740973092,0.0005337038077141802,-27.017756410799965
297,5.94,8,0.910000000000001,L2-L4,touchdown,0.03641819740973092,0.0005337038077141802,-27.017756410799965
298,5.96,8,0.9400000000000004,R1-R4,touchdown,0.0756747358882529,0.023951307320914137,-18.916132748057958
298,5.96,8,0.9400000000000004,R2-R3,liftoff,0.0756747358882529,0.023951307320914137,-18.916132748057958
298,5.96,8,0.9400000000000004,L1-L3,touchdown,0.0756747358882529,0.023951307320914137,-18.916132748057958
298,5.96,8,0.9400000000000004,L2-L4,liftoff,0.0756747358882529,0.023951307320914137,-18.916132748057958
299,5.98,8,0.9700000000000011,R1-R4,liftoff,0.04459764448247823,-0.011164211609834686,-11.571406800056167
299,5.98,8,0.9700000000000011,R2-R3,touchdown,0.04459764448247823,-0.011164211609834686,-11.571406800056167
299,5.98,8,0.9700000000000011,L2-L4,touchdown,0.04459764448247823,-0.011164211609834686,-11.571406800056167
300,6.0,9,4.996003610813204e-16,R2-R3,liftoff,0.03384213398495492,-0.07481445325195699,-23.694608362336357
300,6.0,9,4.996003610813204e-16,L1-L3,liftoff,0.03384213398495492,-0.07481445325195699,-23.694608362336357
300,6.0,9,4.996003610813204e-16,L2-L4,liftoff,0.03384213398495492,-0.07481445325195699,-23.694608362336357
301,6.0200000000000005,9,0.030000000000001192,R2-R3,touchdown,0.02715361805069224,-0.11429493613586532,1.3600803907247732
301,6.0200000000000005,9,0.030000000000001192,L1-L3,touchdown,0.02715361805069224,-0.11429493613586532,1.3600803907247732
301,6.0200000000000005,9,0.030000000000001192,L2-L4,touchdown,0.02715361805069224,-0.11429493613586532,1.3600803907247732
302,6.04,9,0.06000000000000055,R2-R3,liftoff,-0.04514016601557251,-0.20402845226104538,-98.3389291654633
302,6.04,9,0.06000000000000055,L1-L3,liftoff,-0.04514016601557251,-0.20402845226104538,-98.3389291654633
302,6.04,9,0.06000000000000055,L2-L4,liftoff,-0.04514016601557251,-0.20402845226104538,-98.3389291654633
303,6.0600000000000005,9,0.09000000000000125,R1-R4,touchdown,-0.03807039140800887,-0.1835973224386266,-107.5674771569048
303,6.0600000000000005,9,0.09000000000000125,R2-R3,touchdown,-0.03807039140800887,-0.1835973224386266,-107.5674771569048
304,6.08,9,0.1200000000000006,R1-R4,liftoff,-0.003733874803725477,-0.017872854298466058,-107.50546762987346
304,6.08,9,0.1200000000000006,R2-R3,liftoff,-0.003733874803725477,-0.017872854298466058,-107.50546762987346
304,6.08,9,0.1200000000000006,L1-L3,touchdown,-0.003733874803725477,-0.017872854298466058,-107.50546762987346
304,6.08,9,0.1200000000000006,L2-L4,touchdown,-0.003733874803725477,-0.017872854298466058,-107.50546762987346
305,6.1000000000000005,9,0.1500000000000013,R1-R4,touchdown,-0.02308394060560774,-0.006208120238947987,-75.91471280589391
305,6.1000000000000005,9,0.1500000000000013,R2-R3,touchdown,-0.02308394060560774,-0.006208120238947987,-75.91471280589391
305,6.1000000000000005,9,0.1500000000000013,L1-L3,liftoff,-0.02308394060560774,-0.006208120238947987,-75.91471280589391
305,6.1000000000000005,9,0.1500000000000013,L2-L4,liftoff,-0.02308394060560774,-0.006208120238947987,-75.91471280589391
306,6.12,9,0.18000000000000066,R1-R4,liftoff,0.01955834010636915,0.026670933642019348,11.630136611025097
306,6.12,9,0.18000000000000066,R2-R3,liftoff,0.01955834010636915,0.026670933642019348,11.630136611025097
307,6.140000000000001,9,0.21000000000000135,R1-R4,touchdown,0.05009964842710451,0.05312664001711055,-75.23165750877456
307,6.140000000000001,9,0.21000000000000135,R2-R3,touchdown,0.05009964842710451,0.05312664001711055,-75.23165750877456
307,6.140000000000001,9,0.21000000000000135,L1-L3,touchdown,0.05009964842710451,0.05312664001711055,-75.23165750877456
308,6.16,9,0.2400000000000007,R1-R4,liftoff,-0.012183906468816381,0.00666628899015682,-46.48170518099322
308,6.16,9,0.2400000000000007,R2-R3,liftoff,-0.012183906468816381,0.00666628899015682,-46.48170518099322
308,6.16,9,0.2400000000000007,L2-L4,touchdown,-0.012183906468816381,0.00666628899015682,-46.48170518099322
309,6.18,9,0.2700000000000001,R1-R4,touchdown,-0.04743169464611699,-0.05669082554250607,25.28238513079359
309,6.18,9,0.2700000000000001,L1-L3,liftoff,-0.04743169464611699,-0.05669082554250607,25.28238513079359
309,6.18,9,0.2700000000000001,L2-L4,liftoff,-0.04743169464611699,-0.05669082554250607,25.28238513079359
310,6.2,9,0.30000000000000077,R1-R4,liftoff,-0.06620889028047858,-0.07357413694620232,13.203009022475861
310,6.2,9,0.30000000000000077,R2-R3,touchdown,-0.06620889028047858,-0.07357413694620232,13.203009022475861
311,6.22,9,0.3300000000000001,R1-R4,touchdown,0.0036155334721031844,0.03061335799112564,-35.832420135685574
312,6.24,9,0.3600000000000008,R1-R4,liftoff,0.04910780144271171,0.055565135919483775,-10.630957628923907
312,6.24,9,0.3600000000000008,R2-R3,liftoff,0.04910780144271171,0.055565135919483775,-10.630957628923907
312,6.24,9,0.3600000000000008,L1-L3,touchdown,0.04910780144271171,0.055565135919483775,-10.630957628923907
312,6.24,9,0.3600000000000008,L2-L4,touchdown,0.04910780144271171,0.055565135919483775,-10.630957628923907
313,6.26,9,0.3900000000000002,R1-R4,touchdown,0.04512521168876227,-0.019665152331216705,-37.544383468707366
313,6.26,9,0.3900000000000002,L1-L3,liftoff,0.04512521168876227,-0.019665152331216705,-37.544383468707366
313,6.26,9,0.3900000000000002,L2-L4,liftoff,0.04512521168876227,-0.019665152331216705,-37.544383468707366
315,6.3,9,0.45000000000000023,R2-R3,touchdown,0.040568724948713476,-0.09109098593243234,-1.2081293368288524
316,6.32,9,0.4800000000000009,R1-R4,liftoff,0.025985809822653944,-0.08115866592733406,-44.100799153473666
317,6.34,9,0.5100000000000003,R2-R3,liftoff,0.03914132560329672,0.03639368060273396,-97.04321168475441
318,6.36,9,0.540000000000001,L1-L3,touchdown,0.04055279582482378,0.1080729979436055,-144.83263566672596
318,6.36,9,0.540000000000001,L2-L4,touchdown,0.04055279582482378,0.1080729979436055,-144.83263566672596
319,6.38,9,0.5700000000000004,L1-L3,liftoff,0.011574980794711037,0.026794959323017967,-51.784770801349424
319,6.38,9,0.5700000000000004,L2-L4,liftoff,0.011574980794711037,0.026794959323017967,-51.784770801349424
320,6.4,9,0.6000000000000011,R1-R4,touchdown,0.00952781521172259,-0.03591734141082744,-12.951465490280796
320,6.4,9,0.6000000000000011,L1-L3,touchdown,0.00952781521172259,-0.03591734141082744,-12.951465490280796
320,6.4,9,0.6000000000000011,L2-L4,touchdown,0.00952781521172259,-0.03591734141082744,-12.951465490280796
321,6.42,9,0.6300000000000004,R1-R4,liftoff,-0.07502039696415332,0.02147547734183442,90.06688503170086
321,6.42,9,0.6300000000000004,L1-L3,liftoff,-0.07502039696415332,0.02147547734183442,90.06688503170086
321,6.42,9,0.6300000000000004,L2-L4,liftoff,-0.07502039696415332,0.02147547734183442,90.06688503170086
322,6.44,9,0.6600000000000011,R2-R3,touchdown,-0.12479765360122427,0.11199358066365209,190.07165622062627
323,6.46,9,0.6900000000000005,R1-R4,touchdown,-0.09897360704214886,0.2363497920733638,102.6228430058183
323,6.46,9,0.6900000000000005,R2-R3,liftoff,-0.09897360704214886,0.2363497920733638,102.6228430058183
324,6.48,9,0.7200000000000012,R1-R4,liftoff,-0.06458281559329457,0.3103639158158025,171.3121042174323
324,6.48,9,0.7200000000000012,L1-L3,touchdown,-0.06458281559329457,0.3103639158158025,171.3121042174323
325,6.5,9,0.7500000000000006,R2-R3,touchdown,-0.05534019969365047,0.18204933797644615,163.67658946922234
325,6.5,9,0.7500000000000006,L1-L3,liftoff,-0.05534019969365047,0.18204933797644615,163.67658946922234
326,6.5200000000000005,9,0.7800000000000012,R2-R3,liftoff,0.002598510976170292,0.07792175137115194,99.11650704515527
326,6.5200000000000005,9,0.7800000000000012,L1-L3,touchdown,0.002598510976170292,0.07792175137115194,99.11650704515527
327,6.54,9,0.8100000000000006,R2-R3,touchdown,-0.05290593355307626,0.017603887709517832,1.6770695505399849
327,6.54,9,0.8100000000000006,L1-L3,liftoff,-0.05290593355307626,0.017603887709517832,1.6770695505399849
327,6.54,9,0.8100000000000006,L2-L4,touchdown,-0.05290593355307626,0.017603887709517832,1.6770695505399849
328,6.5600000000000005,9,0.8400000000000013,R1-R4,touchdown,0.042933783594524544,-0.07428268806622966,-10.450643766431288
328,6.5600000000000005,9,0.8400000000000013,L1-L3,touchdown,0.042933783594524544,-0.07428268806622966,-10.450643766431288
328,6.5600000000000005,9,0.8400000000000013,L2-L4,liftoff,0.042933783594524544,-0.07428268806622966,-10.450643766431288
329,6.58,9,0.8700000000000007,R1-R4,liftoff,-0.015244743178264757,-0.06125804665630024,29.03956493977404
329,6.58,9,0.8700000000000007,R2-R3,liftoff,-0.015244743178264757,-0.06125804665630024,29.03956493977404
329,6.58,9,0.8700000000000007,L1-L3,liftoff,-0.015244743178264757,-0.06125804665630024,29.03956493977404
336,6.72,10,0.08000000000000018,R2-R3,touchdown,0.14566114075146777,0.05646976809590784,135.98473441231135
336,6.72,10,0.08000000000000018,L2-L4,touchdown,0.14566114075146777,0.05646976809590784,135.98473441231135
337,6.74,10,0.11000000000000087,R2-R3,liftoff,0.26339846649550686,0.003621336124743711,54.84138940588308
337,6.74,10,0.11000000000000087,L2-L4,liftoff,0.26339846649550686,0.003621336124743711,54.84138940588308
338,6.76,10,0.14000000000000024,R2-R3,touchdown,0.2829360758024178,-0.02272086610071566,132.25473871031426
339,6.78,10,0.17000000000000093,R1-R4,touchdown,0.1985541272312749,-0.023111570245395674,103.85683381971597
339,6.78,10,0.17000000000000093,R2-R3,liftoff,0.1985541272312749,-0.023111570245395674,103.85683381971597
339,6.78,10,0.17000000000000093,L1-L3,touchdown,0.1985541272312749,-0.023111570245395674,103.85683381971597
340,6.8,10,0.2000000000000003,R2-R3,touchdown,0.13773605299505523,-0.00023561258179740155,128.12782166745998
340,6.8,10,0.2000000000000003,L1-L3,liftoff,0.13773605299505523,-0.00023561258179740155,128.12782166745998
341,6.82,10,0.23000000000000098,R1-R4,liftoff,0.08046105633014251,-0.0075505896042471835,20.755280431001715
341,6.82,10,0.23000000000000098,R2-R3,liftoff,0.08046105633014251,-0.0075505896042471835,20.755280431001715
341,6.82,10,0.23000000000000098,L1-L3,touchdown,0.08046105633014251,-0.0075505896042471835,20.755280431001715
341,6.82,10,0.23000000000000098,L2-L4,touchdown,0.08046105633014251,-0.0075505896042471835,20.755280431001715
342,6.84,10,0.26000000000000034,R1-R4,touchdown,-0.004469451499508497,0.027300674614390247,84.4004929617041
342,6.84,10,0.26000000000000034,R2-R3,touchdown,-0.004469451499508497,0.027300674614390247,84.4004929617041
342,6.84,10,0.26000000000000034,L1-L3,liftoff,-0.004469451499508497,0.027300674614390247,84.4004929617041
342,6.84,10,0.26000000000000034,L2-L4,liftoff,-0.004469451499508497,0.027300674614390247,84.4004929617041
343,6.86,10,0.29000000000000103,R1-R4,liftoff,-0.010877198319608337,0.07065327100474508,-3.539034576625963
343,6.86,10,0.29000000000000103,R2-R3,liftoff,-0.010877198319608337,0.07065327100474508,-3.539034576625963
344,6.88,10,0.3200000000000004,R1-R4,touchdown,-0.008133035449553672,0.05253509973915795,-17.808273745688226
344,6.88,10,0.3200000000000004,R2-R3,touchdown,-0.008133035449553672,0.05253509973915795,-17.808273745688226
344,6.88,10,0.3200000000000004,L1-L3,touchdown,-0.008133035449553672,0.05253509973915795,-17.808273745688226
344,6.88,10,0.3200000000000004,L2-L4,touchdown,-0.008133035449553672,0.05253509973915795,-17.808273745688226
345,6.9,10,0.3500000000000011,L1-L3,liftoff,-0.013074054203941874,-0.026574002828892964,-2.2429911921499657
346,6.92,10,0.38000000000000045,R1-R4,liftoff,-0.03126941117770286,-0.021131931495264905,11.628146515970114
346,6.92,10,0.38000000000000045,R2-R3,liftoff,-0.03126941117770286,-0.021131931495264905,11.628146515970114
346,6.92,10,0.38000000000000045,L2-L4,liftoff,-0.03126941117770286,-0.021131931495264905,11.628146515970114
347,6.94,10,0.41000000000000114,R1-R4,touchdown,-0.02746348039409509,-0.09369481694944332,9.500755501835114
347,6.94,10,0.41000000000000114,R2-R3,touchdown,-0.02746348039409509,-0.09369481694944332,9.500755501835114
348,6.96,10,0.4400000000000005,R1-R4,liftoff,-0.016577199535622904,-0.06496157942023215,47.06428090589911
348,6.96,10,0.4400000000000005,R2-R3,liftoff,-0.016577199535622904,-0.06496157942023215,47.06428090589911
349,6.98,10,0.4700000000000012,R1-R4,touchdown,-0.02051526911853301,0.0011246227859189458,54.708103879962756
350,7.0,10,0.5000000000000006,R1-R4,liftoff,-0.030449231277651857,-0.010061156037542991,14.79152507269614
350,7.0,10,0.5000000000000006,R2-R3,touchdown,-0.030449231277651857,-0.010061156037542991,14.79152507269614
351,7.0200000000000005,10,0.5300000000000012,R2-R3,liftoff,0.0054809941501286,0.11570373792586476,-42.3459103103928
352,7.04,10,0.5600000000000006,R1-R4,touchdown,0.0388673906903713,0.16453503595889368,-92.20130585735133
352,7.04,10,0.5600000000000006,R2-R3,touchdown,0.0388673906903713,0.16453503595889368,-92.20130585735133
352,7.04,10,0.5600000000000006,L1-L3,touchdown,0.0388673906903713,0.16453503595889368,-92.20130585735133
352,7.04,10,0.5600000000000006,L2-L4,touchdown,0.0388673906903713,0.16453503595889368,-92.20130585735133
353,7.0600000000000005,10,0.5900000000000013,R1-R4,liftoff,0.011626266862451898,0.239258364660837,53.054374539780135
353,7.0600000000000005,10,0.5900000000000013,R2-R3,liftoff,0.011626266862451898,0.239258364660837,53.054374539780135
353,7.0600000000000005,10,0.5900000000000013,L1-L3,liftoff,0.011626266862451898,0.239258364660837,53.054374539780135
353,7.0600000000000005,10,0.5900000000000013,L2-L4,liftoff,0.011626266862451898,0.239258364660837,53.054374539780135
355,7.1000000000000005,10,0.6500000000000014,R1-R4,touchdown,0.058739168521829976,0.25028236427058687,104.5059314456306
355,7.1000000000000005,10,0.6500000000000014,R2-R3,touchdown,0.058739168521829976,0.25028236427058687,104.5059314456306
355,7.1000000000000005,10,0.6500000000000014,L1-L3,touchdown,0.058739168521829976,0.25028236427058687,104.5059314456306
355,7.1000000000000005,10,0.6500000000000014,L2-L4,touchdown,0.058739168521829976,0.25028236427058687,104.5059314456306
356,7.12,10,0.6800000000000007,R1-R4,liftoff,0.09472020064263599,0.32904284848433063,-15.736305051105237
356,7.12,10,0.6800000000000007,R2-R3,liftoff,0.09472020064263599,0.32904284848433063,-15.736305051105237
356,7.12,10,0.6800000000000007,L1-L3,liftoff,0.09472020064263599,0.32904284848433063,-15.736305051105237
356,7.12,10,0.6800000000000007,L2-L4,liftoff,0.09472020064263599,0.32904284848433063,-15.736305051105237
357,7.140000000000001,10,0.7100000000000014,R1-R4,touchdown,0.06979612400517626,0.34980909725031917,-59.55787410693009
358,7.16,10,0.7400000000000008,R1-R4,liftoff,-0.034599070756407044,0.3169652240149891,-194.21867849242082
359,7.18,10,0.7700000000000001,L1-L3,touchdown,-0.05728272987215718,0.23929643349889326,-96.54205809298098
359,7.18,10,0.7700000000000001,L2-L4,touchdown,-0.05728272987215718,0.23929643349889326,-96.54205809298098
360,7.2,10,0.8000000000000008,R1-R4,touchdown,-0.04734407412096669,0.19698378232025543,-3.868765660673336
360,7.2,10,0.8000000000000008,R2-R3,touchdown,-0.04734407412096669,0.19698378232025543,-3.868765660673336
360,7.2,10,0.8000000000000008,L1-L3,liftoff,-0.04734407412096669,0.19698378232025543,-3.868765660673336
360,7.2,10,0.8000000000000008,L2-L4,liftoff,-0.04734407412096669,0.19698378232025543,-3.868765660673336
361,7.22,10,0.8300000000000002,R1-R4,liftoff,-0.01582338165147745,0.09549874059225519,41.925980344869195
361,7.22,10,0.8300000000000002,R2-R3,liftoff,-0.01582338165147745,0.09549874059225519,41.925980344869195
361,7.22,10,0.8300000000000002,L2-L4,touchdown,-0.01582338165147745,0.09549874059225519,41.925980344869195
362,7.24,10,0.8600000000000009,R1-R4,touchdown,-0.015431915985230858,-0.01340740352374779,69.41557819809745
362,7.24,10,0.8600000000000009,L1-L3,touchdown,-0.015431915985230858,-0.01340740352374779,69.41557819809745
362,7.24,10,0.8600000000000009,L2-L4,liftoff,-0.015431915985230858,-0.01340740352374779,69.41557819809745
363,7.26,10,0.8900000000000002,R1-R4,liftoff,-0.04056426925223471,0.02470047050919518,51.56492748330372
363,7.26,10,0.8900000000000002,R2-R3,touchdown,-0.04056426925223471,0.02470047050919518,51.56492748330372
363,7.26,10,0.8900000000000002,L1-L3,liftoff,-0.04056426925223471,0.02470047050919518,51.56492748330372
363,7.26,10,0.8900000000000002,L2-L4,touchdown,-0.04056426925223471,0.02470047050919518,51.56492748330372
364,7.28,10,0.9200000000000009,R2-R3,liftoff,0.012538238536080033,0.08967911025319507,-16.537640024834808
364,7.28,10,0.9200000000000009,L2-L4,liftoff,0.012538238536080033,0.08967911025319507,-16.537640024834808
368,7.36,11,0.04000000000000109,L2-L4,touchdown,0.07480861117478138,0.24320692380453163,-39.000307997081286
369,7.38,11,0.07000000000000045,L2-L4,liftoff,-0.01817103896581667,0.1735507020773379,-64.93284195501688
370,7.4,11,0.10000000000000114,R1-R4,touchdown,-0.0738151935856267,0.14728460188110126,-70.0484192360266
370,7.4,11,0.10000000000000114,R2-R3,touchdown,-0.0738151935856267,0.14728460188110126,-70.0484192360266
371,7.42,11,0.1300000000000005,R2-R3,liftoff,-0.027372502881793513,0.12207628955366155,-90.5756940497964
371,7.42,11,0.1300000000000005,L1-L3,touchdown,-0.027372502881793513,0.12207628955366155,-90.5756940497964
371,7.42,11,0.1300000000000005,L2-L4,touchdown,-0.027372502881793513,0.12207628955366155,-90.5756940497964
372,7.44,11,0.1600000000000012,R1-R4,liftoff,-0.09112250044331696,0.07035658346609648,-69.61931059888596
372,7.44,11,0.1600000000000012,R2-R3,touchdown,-0.09112250044331696,0.07035658346609648,-69.61931059888596
372,7.44,11,0.1600000000000012,L1-L3,liftoff,-0.09112250044331696,0.07035658346609648,-69.61931059888596
372,7.44,11,0.1600000000000012,L2-L4,liftoff,-0.09112250044331696,0.07035658346609648,-69.61931059888596
373,7.46,11,0.19000000000000056,R2-R3,liftoff,-0.09472591686890136,0.008915748566772186,99.58297877159482
374,7.48,11,0.22000000000000125,R1-R4,touchdown,-0.05771476480961151,0.04385367163311767,167.793268618009
374,7.48,11,0.22000000000000125,R2-R3,touchdown,-0.05771476480961151,0.04385367163311767,167.793268618009
374,7.48,11,0.22000000000000125,L1-L3,touchdown,-0.05771476480961151,0.04385367163311767,167.793268618009
374,7.48,11,0.22000000000000125,L2-L4,touchdown,-0.05771476480961151,0.04385367163311767,167.793268618009
375,7.5,11,0.2500000000000006,R1-R4,liftoff,-0.023672092767408823,-0.05857043857210465,-15.1511551907017
375,7.5,11,0.2500000000000006,R2-R3,liftoff,-0.023672092767408823,-0.05857043857210465,-15.1511551907017
375,7.5,11,0.2500000000000006,L1-L3,liftoff,-0.023672092767408823,-0.05857043857210465,-15.1511551907017
375,7.5,11,0.2500000000000006,L2-L4,liftoff,-0.023672092767408823,-0.05857043857210465,-15.1511551907017
377,7.54,11,0.31000000000000066,R1-R4,touchdown,-0.019535132551308593,-0.0601974485428836,-17.289472640805077
377,7.54,11,0.31000000000000066,R2-R3,touchdown,-0.019535132551308593,-0.0601974485428836,-17.289472640805077
