step,time,cycle,phase,world_x,world_y,world_z,world_vx,world_vy,body_forward_velocity,body_lateral_velocity,yaw,yaw_deg,yaw_rate_deg_s,upright,unassigned_ground_contacts,R1-R4_contact,R1-R4_contact_count,R1-R4_normal_force,R2-R3_contact,R2-R3_contact_count,R2-R3_normal_force,L1-L3_contact,L1-L3_contact_count,L1-L3_normal_force,L2-L4_contact,L2-L4_contact_count,L2-L4_normal_force
10,0.2,0,0.30000000000000004,-0.0010072935078092018,-0.01129950892173725,0.04671828503377775,0.002290841692056424,-0.004725525478201532,0.0022004369687523874,-0.004768293599364825,0.019044388807274996,1.091163102063041,11.51477027544277,0.9999993059640033,0,1,1,1.5476509204935136,1,1,1.5886166462200169,0,0,0.0,0,0,0.0
11,0.22,0,0.33,-0.0006083925897342744,-0.009800763099621988,0.04582543242950399,0.019945045903746374,0.07493729110576311,0.020941169227208692,0.07466505130092553,0.013316751418388612,0.7629936530985202,-16.40847244822604,0.999642673135024,0,1,1,1.481427975220658,1,1,1.0878209680232993,0,0,0.0,0,0,0.0
12,0.24,0,0.36,-0.00044348150162951556,-0.008433747892096907,0.04590972721627296,0.008245554405237939,0.06835076037625407,0.009149250229414995,0.06823567125559322,0.013232392518041564,0.7581602441442696,-0.24167044771252819,0.9990679891721613,0,0,0,0.0,0,0,0.0,1,1,1.74489774868599,1,1,1.694841180489741
13,0.26,0,0.39,-0.00041475516469211004,-0.00937684998483367,0.04661802115959379,0.0014363168468702757,-0.047155104636838197,0.0008569492157329634,-0.04716919055312925,0.012284435182885805,0.7038462896813762,-2.7156977231446704,0.9999934717978378,0,1,1,2.3732995307604465,1,1,2.310293318287512,0,0,0.0,0,0,0.0
14,0.28,0,0.42000000000000004,-0.0003694815586652115,-0.008327862755702265,0.047894030607122,0.002263680301344928,0.0524493614565703,0.002958067746484431,0.05241478418266995,0.013243369161298079,0.7587891594760887,2.747143489735623,0.9997475281467297,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
15,0.3,0,0.45,-0.0005268843055284951,-0.006544894169054686,0.047568312397730614,-0.007870137343164182,0.08914842933237895,-0.007573298564758939,0.08917413673862758,0.0033292309635380556,0.19075088323500305,-28.401913812054282,0.9997029642748776,0,1,1,1.3181910931120804,1,1,1.2774661631759598,0,0,0.0,0,0,0.0
16,0.32,0,0.48000000000000004,-0.0006450056927508316,-0.003498645972392973,0.04664966874111018,-0.005906069361116822,0.15231240983308564,-0.007616893406315622,0.15223644366345723,-0.0112350188135421,-0.6437191607660399,-41.723502200052145,0.9999814976613828,0,1,1,2.9880805806818547,1,1,3.5907648107609753,1,1,3.5842297121288142,1,1,1.9553300064333832
17,0.34,0,0.5100000000000001,-0.0006151866847374885,-0.0004341204537672095,0.04709004473034961,0.0014909504006671538,0.15322627593128815,-0.00046222229109584446,0.15323283238073399,-0.012746537425057804,-0.730322797861364,-4.330181854766206,0.9999963250774437,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
18,0.36,0,0.54,-0.0005640783839745315,0.0017084464374411276,0.047295570398256916,0.0025554150381478487,0.10712834456041685,-0.0012188047189328416,0.10715188691446219,-0.03522331020419663,-2.0181470151805527,-64.39121086595945,0.9999871943238884,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
19,0.38,0,0.5700000000000001,-0.0007676343608144709,0.004087934499141779,0.04702327438982454,-0.010177798841996967,0.11897440308503257,-0.014651599427783428,0.11850665303229073,-0.03767265931872295,-2.1584843819970163,-7.01686834082316,0.9999594195845893,0,0,0,0.0,0,0,0.0,1,1,2.6728863456232355,1,1,2.5514180694688866
20,0.4,0,0.6000000000000001,-0.0008119077786103565,0.003202056097266014,0.04787904614556965,-0.002213670889794281,-0.04429392009378825,-0.0007890674707099346,-0.044342181595066886,-0.03214222513537059,-1.8416138444160461,15.843526879048502,0.9999567852459548,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
21,0.42,0,0.63,-0.0007381375109207879,0.0008090144813643278,0.047061604068678264,0.003688513384478428,-0.11965208079508428,0.006655939184424375,-0.11952373840854418,-0.024812487855950107,-1.42165083336555,20.998150552524802,0.9999237055823362,0,0,0,0.0,1,1,3.0108643662627346,0,0,0.0,1,1,3.5664075016337966
22,0.44,0,0.66,-7.262241506128247e-05,-0.0017479210020908932,0.04618718650617522,0.03327575479297527,-0.12784677417276105,0.028648028383991143,-0.1289626457278743,0.03603626064923651,2.06472564463462,174.3188239000085,0.9998823793268429,0,1,1,2.281839114590986,1,1,4.267156407680743,0,0,0.0,0,0,0.0
23,0.46,0,0.6900000000000001,-1.6324407132199144e-05,-0.00314174850499804,0.04740860571209302,0.0028149003964541663,-0.06969137514535735,7.613520200428544e-05,-0.0697481586661892,0.03927742750898565,2.250430826395916,9.285259088064798,0.9999594737058984,0,0,0,0.0,0,0,0.0,1,1,1.4907426454375665,0,0,0.0
24,0.48,0,0.72,0.00012321688752853568,-0.004680777289785572,0.04619815889121696,0.006977064733036741,-0.07695143923937658,0.0036405649865447797,-0.07718127829907455,0.043287094352166405,2.4801678137637175,11.486849368390073,0.9999218427079836,0,0,0,0.0,0,0,0.0,1,1,0.2799075222028424,0,0,0.0
25,0.5,0,0.75,0.0010772015867804483,-0.004807284404797643,0.04538151695815039,0.04769923496259563,-0.0063253557506035354,0.047659940776138256,-0.006614921511521693,0.0060731412298570125,0.347965360857697,-106.61012264530102,0.9997548735888486,0,1,1,1.8757341626019426,1,1,1.764451009920753,1,1,0.9901436527594029,1,1,1.6085612321799336
26,0.52,0,0.78,0.0018935478679053715,-0.003630535498622614,0.04578635721808485,0.04081731405624616,0.058837445308751436,0.041316562189147844,0.05848794564777281,0.008510436071039596,0.4876120686864673,6.9823353914385144,0.9997154062060637,0,1,1,2.0964856937911027,0,0,0.0,0,0,0.0,0,0,0.0
27,0.54,0,0.81,0.0017570217462039152,-0.002306992173399236,0.04543968305175249,-0.006826306085072815,0.0661771662611689,-0.006151666769437645,0.06624328483011158,0.010189264169527203,0.5838018332577805,4.80948822856566,0.9997599617657629,0,0,0,0.0,1,1,0.46260174519876274,1,1,1.7161907035155104,1,1,1.6495721478341787
28,0.56,0,0.8400000000000001,0.0016407946596027098,-0.0027543427859305606,0.045681321250033595,-0.0058113543300602685,-0.022367530626566236,-0.006032543882336188,-0.022308892392666587,0.009901766082189102,0.5673294062352238,-0.8236213511278357,0.9998127765101276,0,0,0,0.0,1,1,1.8288759795253524,1,1,1.1926341829182574,1,1,0.38735810778584734
29,0.58,0,0.87,0.0014423316151664098,-0.0031305025796993613,0.046164689108639766,-0.009923152221814998,-0.018807989688440035,-0.010152062082397278,-0.01868542377397232,0.012210518877469954,0.699611197343848,6.61408955543121,0.9998539001225548,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
30,0.6,0,0.9,0.00075035300704171,-0.0021317072292222103,0.04645550584873429,-0.03459893040623499,0.04993976752385755,-0.03394742818343052,0.050384903347364444,0.012987694036988127,0.7441400539266457,2.22644282913989,0.9998679331871287,0,1,1,0.5654313034418493,0,0,0.0,0,0,0.0,0,0,0.0
31,0.62,0,0.93,0.00015687414129513742,-6.46483099403962e-05,0.04678757010881489,-0.029673943287328634,0.1033529459640907,-0.030184283251271163,0.10320505508105152,-0.0049413619704216805,-0.2831191859516106,-51.36296199391282,0.9999601155050167,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
32,0.64,0,0.9600000000000001,-0.0014360354590467065,0.0022933255500077487,0.04717914362608971,-0.0796454800170922,0.11789869299740725,-0.08384470843974202,0.11495028997051103,-0.03606434711371627,-2.0663348805107544,-89.16078472795718,0.9999345706924547,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
33,0.66,0,0.9900000000000001,-0.002714151249038588,0.00452299926689207,0.047041027192940454,-0.06390578949959408,0.11148368584421606,-0.07247867139426871,0.10611034037218006,-0.07875630078605061,-4.512403645103548,-122.3034382296397,0.9999929248130695,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
34,0.68,1,0.02000000000000013,-0.0025963803329492737,0.006017332068206982,0.04713856650842113,0.0058885458044657165,0.0747166400657456,-0.00330361095512585,0.07487547949137051,-0.12274193926956359,-7.032595089397056,-126.00957221467539,0.9999906643866768,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
35,0.7000000000000001,1,0.050000000000000155,-0.0024608398987774156,0.007441209351706102,0.04711010657017695,0.006777021708592908,0.07119386417495598,-1.9756196478827245e-05,0.07151569009031178,-0.09518137568592108,-5.4534911150523895,78.95519871723334,0.9999746508942963,0,0,0,0.0,1,1,2.2305699100029215,0,0,0.0,1,1,2.304658624223089
36,0.72,1,0.08000000000000002,-0.0006752632854562007,0.00816820395437044,0.047234777432674825,0.08927883066606074,0.03634973013321688,0.08582169448536603,0.043893612764471054,-0.08611305157381947,-4.9339144161722475,25.978834944007087,0.99992189395086,0,0,0,0.0,1,1,2.4770114214418286,0,0,0.0,0,0,0.0
37,0.74,1,0.11000000000000004,0.0004844370251600907,0.009479204163855936,0.04762428048530746,0.05798501553081457,0.06555001047427482,0.04896828723017373,0.07253394202047446,-0.1304126253003008,-7.472093024928255,-126.9089304378004,0.999816494314695,0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,3.4286858753090983
38,0.76,1,0.14000000000000007,0.0027479259758334366,0.010402271941703622,0.04718937152702711,0.11317444753366729,0.046153388892384344,0.10210136220221926,0.06718558414759605,-0.19477950690507378,-11.160043681300003,-184.3975328185874,0.9999580485193224,0,1,1,3.2845940365507698,0,0,0.0,0,0,0.0,0,0,0.0
39,0.78,1,0.1700000000000001,0.004502859571039748,0.010350000639915724,0.04635437130707547,0.08774667976031557,-0.002613565089394903,0.08487809354834401,0.02240579762102748,-0.28786541924889403,-16.493473590725635,-266.6714954712817,0.9994137089111857,0,0,0,0.0,1,1,1.2000595380679946,1,1,2.4458387933902865,1,2,5.041367781978476
40,0.8,1,0.20000000000000012,0.005486432986469863,0.00813763569476586,0.04779243674548348,0.04917867077150573,-0.11061824725749321,0.07843687165780505,-0.09220951930093267,-0.28652643025648855,-16.41675517264633,3.8359209039654223,0.9999761692767253,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
41,0.8200000000000001,1,0.23000000000000015,0.006180027392844417,0.005298794581367765,0.0471614930223892,0.034679720318727715,-0.14194205566990478,0.07609483076393637,-0.12473895502284521,-0.3081351976964209,-17.654846347434162,-61.90455873939179,0.9999364760653563,0,0,0,0.0,1,1,2.7581347993793695,0,0,0.0,0,0,0.0
42,0.84,1,0.26,0.006421663463186338,0.002243361950802955,0.045672678831023696,0.01208180351709603,-0.15277163152824047,0.057470830089907776,-0.14206422866014914,-0.3054952215376771,-17.503586855522986,7.562974595558894,0.9990148488507898,0,0,0,0.0,0,0,0.0,1,2,4.460259616536308,1,2,3.9044375381790477
43,0.86,1,0.29000000000000004,0.0061518846411661885,-0.0021392530911817633,0.04672925734610916,-0.013488941101007451,-0.21913075209923594,0.05013904777666395,-0.213743570513016,-0.29188884100819806,-16.72399867673486,38.97940893940638,0.9999979887004228,0,1,1,2.4987284327988935,1,1,2.5041793103668444,0,0,0.0,0,0,0.0
44,0.88,1,0.32000000000000006,0.00595510137181019,-0.004864074789461938,0.0477047775161743,-0.009839163467799915,-0.13624108491400874,0.030238079927393954,-0.1332069850968663,-0.2953115342392465,-16.920104553441927,-9.805293835353522,0.9992538760773525,0,1,1,2.0272760824122487,1,1,1.3583276804865139,0,0,0.0,0,0,0.0
45,0.9,1,0.3500000000000001,0.0056005642715598975,-0.0056905154808001325,0.0485094629498041,-0.017726855012514635,-0.04132203456690972,-0.0051247135887408975,-0.044670899252387694,-0.2910255363676803,-16.674534964399133,12.27847945213984,0.9978922735515272,0,1,1,1.3818089560637503,1,1,1.182869520847381,0,0,0.0,0,0,0.0
46,0.92,1,0.3800000000000001,0.005477004557095071,-0.005110463783516829,0.04890974667194757,-0.006177985723241318,0.029002584864165192,-0.01418509900550445,0.026040361030594678,-0.288913992664744,-16.553552421963456,6.049127121783822,0.997544083182591,0,1,1,0.849982201176044,1,1,1.0809821673139581,0,0,0.0,0,0,0.0
47,0.9400000000000001,1,0.41000000000000014,0.005856733306264001,-0.003496556876458841,0.0485312541810328,0.01898643745844651,0.08069534535289939,-0.005353481167782441,0.08272583519296375,-0.2957058406919798,-16.942696649018323,-19.457211352743318,0.9987640540584228,0,1,1,0.9484841634340471,0,0,0.0,0,0,0.0,0,0,0.0
48,0.96,1,0.44,0.0062394653876207025,-0.0020807291679776035,0.04627827054317956,0.019136604067835055,0.07079138542406187,-0.0032511138557375814,0.07326022197757928,-0.30836222718293704,-17.66785417883656,-36.25787649091198,0.9997448391042509,0,0,0,0.0,0,0,0.0,1,1,5.628450555606633,1,1,5.473683160683234
49,0.98,1,0.47000000000000003,0.0063603932050240895,-0.002623486185175622,0.04732792924352851,0.00604639087016935,-0.027137850859900933,0.013570610594428338,-0.024266444320161173,-0.2906824888192965,-16.654879787704427,50.64871955660663,0.9999972879044632,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
50,1.0,1,0.5000000000000001,0.006161698552926064,-0.004295798400465385,0.04778317751638241,-0.009934732604901294,-0.08361561076448813,0.011083807147045628,-0.08347106381600976,-0.25027386017728825,-14.339635910605903,115.76219385492632,0.999711290176799,0,0,0,0.0,1,1,2.6222281600153163,0,0,0.0,0,0,0.0
51,1.02,1,0.5300000000000001,0.006112358967087506,-0.006182704636879916,0.046566137722241954,-0.0024669792919279013,-0.09434531182072654,0.013966123549634574,-0.09333847675194441,-0.17466933500921936,-10.007815706384944,216.59101021104794,0.9999983426891775,0,1,1,4.0348065325748665,1,1,3.8259857235709767,1,1,3.3174713193319962,1,1,1.329354637673186
52,1.04,1,0.5600000000000002,0.005114096962264939,-0.004872640095471255,0.048921955184486624,-0.04991310024112833,0.06550322707043303,-0.06018776290753905,0.05620874957253098,-0.16843633234499364,-9.650690960031012,17.85623731769657,0.9996163612769234,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
53,1.06,1,0.5900000000000002,0.0043291471354679235,-0.0032406199042703202,0.04872175447087758,-0.039247491339850775,0.08160100956004675,-0.052073273638463514,0.07407742240564397,-0.16440146970008326,-9.419510359562654,11.559030023417852,0.9994515243804435,0,1,1,3.702727329970217,0,0,0.0,0,0,0.0,0,0,0.0
54,1.08,1,0.6200000000000002,0.0029927959573732036,-0.00028544185273750793,0.04690516424542022,-0.066817558904736,0.14775890257664062,-0.0848919272483478,0.13816888273667938,-0.12625811431514478,-7.234057079538078,109.27266400122885,0.9997344728372369,0,0,0,0.0,1,2,4.3814202096850785,0,0,0.0,1,1,5.159460985804475
55,1.1,1,0.6500000000000002,0.0042577624369397,0.002302461234730749,0.046999393625165406,0.0632483239783248,0.12939515437341284,0.05404403076838804,0.13350168238524937,-0.06999350235243186,-4.010332278133345,161.18624007023666,0.9999659247043854,0,0,0,0.0,0,0,0.0,1,1,3.2367302580924133,0,0,0.0
56,1.12,1,0.6800000000000003,0.005615663997256967,0.0037306399877484776,0.04666081069410781,0.06789507801586336,0.07140893765088642,0.06590070504611525,0.0732534986852729,-0.027571036150608054,-1.5797040082324612,121.53141349504419,0.9998247835284394,0,1,1,4.676594089052733,1,1,1.1301410832573247,0,0,0.0,0,0,0.0
57,1.1400000000000001,1,0.7100000000000003,0.005373594424465239,0.004627299627015228,0.04679002074917724,-0.012103478639586412,0.044832981963337494,-0.013546995569692693,0.04441811992800456,-0.03234449885153407,-1.8532032746586407,-13.674963321308978,0.9999460393440464,0,0,0,0.0,0,0,0.0,1,1,1.3251635882889128,0,0,0.0
58,1.16,1,0.74,0.00560124826288444,0.004884842597267423,0.046050966840255274,0.011382691920960083,0.01287714851260979,0.010820033034207402,0.013353408341017623,-0.04289444680862739,-2.4576707666827526,-30.2233746012056,0.9999081654491315,0,1,1,4.571253650581618,0,0,0.0,1,1,1.823721014420645,1,1,2.0237397841852283
59,1.18,1,0.77,0.004738823096811912,0.0051915909672122455,0.04672484662154259,-0.043121258303626404,0.015337418497241104,-0.0441463335475089,0.012073961990981758,-0.07475711068531873,-4.283266930861113,-91.279808208918,0.9998957702876804,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60,1.2,1,0.8,0.004503296569338833,0.005250794496937708,0.045412008340127305,-0.011776326373653945,0.002960176486273107,-0.012011810680863103,0.001777895344446546,-0.0993191786914665,-5.690569763726689,-70.3651416432788,0.9997902890895215,0,0,0,0.0,1,1,3.96591260156006,1,1,2.2486691411263746,1,1,0.6966138575872844
61,1.22,1,0.8300000000000001,0.005730468710525207,0.005825099293561549,0.04568962797757744,0.061358607059318684,0.02871523983119205,0.058463537842399195,0.03422657449662628,-0.09192713001004764,-5.267036572326143,21.176659570027304,0.9998000792400508,0,1,1,0.7399225728312909,0,0,0.0,1,1,1.9685439823152842,0,0,0.0
62,1.24,1,0.8600000000000001,0.004640022187000651,0.005678243865294,0.045747252697261855,-0.05452232617622781,-0.007342771413377429,-0.05373108778361756,-0.011813998022907987,-0.08255973571311223,-4.730324414076827,26.835607912465797,0.999739947284289,0,1,1,1.0162687757617024,1,1,1.5111808122400283,0,0,0.0,1,1,2.061813264034639
63,1.26,1,0.8900000000000001,0.004854156976618567,0.0050962120875701665,0.046680064157868954,0.010706739480895828,-0.029101588886191673,0.013206100028084745,-0.0280559381960559,-0.08739949012454735,-5.007621915731881,-13.864875082752718,0.9999359026376954,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
64,1.28,1,0.9200000000000002,0.00465253389640129,0.005462958052503055,0.04649979604604703,-0.01008115401086385,0.018337298246644436,-0.011694582055703902,0.01735289381398831,-0.09035145042655833,-5.176756782327274,-8.456743329769637,0.9998303199815628,0,1,1,3.876334904548156,1,1,1.7352526596456483,0,0,0.0,1,1,1.8182218196911972
65,1.3,1,0.9500000000000002,0.004219867624009123,0.006812221638340747,0.047546339578782425,-0.021633313619608345,0.06746317929188458,-0.025272454904834166,0.06618597919058403,-0.05444467210723698,-3.1194499287183133,102.86534268044802,0.99997061593426,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
66,1.32,1,0.9800000000000002,0.0029362409315182108,0.008273189763538826,0.047056931221703284,-0.06418133462454563,0.07304840625990397,-0.06666708165718531,0.07078710048175489,-0.03456030664842104,-1.9801597096324448,56.96451095429342,0.9999891119758857,0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2.8456959346313266
67,1.34,2,0.010000000000000231,0.003611830761847265,0.009759475908496964,0.04756616100581878,0.0337794915164527,0.07431430724790687,0.03127346468198346,0.07540318770205366,-0.033473614212727626,-1.9178968194384207,3.1131445097012067,0.9999882911996731,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
68,1.36,2,0.04000000000000026,0.0056847296584651074,0.01148883730534017,0.047350610484101927,0.10364494483089212,0.08646806984216031,0.10131771957452416,0.08918363858604036,-0.02649662925662746,-1.5181450277276134,19.987589585540373,0.9999954874446564,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
69,1.3800000000000001,2,0.07000000000000028,0.007783273968172097,0.01409701103875338,0.04707542115664011,0.10492721548534946,0.13040868667066052,0.1067212410693261,0.12894465019262433,0.013834385108269658,0.7926518788624879,115.53984532950504,0.9999643809683434,0,1,1,0.3031743287870608,0,0,0.0,1,1,4.374984918797847,0,0,0.0
70,1.4000000000000001,2,0.10000000000000031,0.008731609574282258,0.014735745320490164,0.047084223758844794,0.04741678030550809,0.031936714086839166,0.04819886423555064,0.030743686304805545,0.024953361594213463,1.429722304012271,31.85352125748916,0.9999300178926073,0,1,1,1.3447838702380341,0,0,0.0,1,1,2.3869510976519153,0,0,0.0
71,1.42,2,0.13,0.006796707128539775,0.014220113251022331,0.04767184236011548,-0.09674512228712416,-0.02578160347339164,-0.09818941967939988,-0.01957415712189128,0.06366598138498802,3.6477920319182773,110.90348639530032,0.9999601684942633,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
72,1.44,2,0.16000000000000003,0.0038428177576006074,0.013186985904879924,0.04704680727696481,-0.1476944685469584,-0.05165636730712032,-0.15302196730024945,-0.03265446135366498,0.12620976903792558,7.231287099194028,179.17475336378754,0.9998113278469325,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
73,1.46,2,0.19000000000000006,0.0004894404324947256,0.011608928974660366,0.04635045965681315,-0.1676688662552941,-0.07890284651097794,-0.17901375736091918,-0.04788092077640725,0.1784890326512236,10.226668260287859,149.76905805469153,0.999746883236315,0,0,0,0.0,1,1,1.8556485641133884,0,0,0.0,1,2,4.7543735877068425
74,1.48,2,0.22000000000000008,0.0009321823195125069,0.009566930722511966,0.047781828139987687,0.02213709435088906,-0.10209991260741995,0.002971542995878016,-0.10442994318186047,0.18506592490462245,10.603496428719899,18.841408421602008,0.999885069091595,0,1,1,2.6708746990097945,0,0,0.0,0,0,0.0,0,0,0.0
75,1.5,2,0.2500000000000001,0.0023374818211024636,0.007075906728269914,0.04764562593644359,0.07026497507949783,-0.12455119971210263,0.04803882850693138,-0.1346938715321828,0.17104995524900665,9.800440521669683,-40.152795352510765,0.9998905771174411,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
76,1.52,2,0.28000000000000014,0.0037728962642313325,0.004888745987101641,0.04528631036722229,0.07177072215644345,-0.10935803705841365,0.054650596741673954,-0.11884245497256322,0.14976404275142782,8.580847572473644,-60.979647459802,0.9993149710373689,0,1,1,3.910357388568189,1,1,2.672894860113632,1,1,0.6974726387940756,1,2,3.182155722142051
77,1.54,2,0.31000000000000016,0.004971381511579009,0.004977937015048789,0.04640274088007781,0.05992426236738381,0.004459551397357391,0.05990799268348968,-0.004673032374772386,0.15212872209183184,8.716333718580573,6.774307305346481,0.9996385788377966,0,1,1,0.9877773721930385,0,0,0.0,0,0,0.0,0,0,0.0
78,1.56,2,0.3400000000000002,0.005033955347179769,0.004917284336746526,0.04607282841844664,0.0031286917800380128,-0.003032633915113145,0.0026188914749485327,-0.0034823825407346914,0.1561818302214071,8.948559708315399,11.611299486741299,0.9997056750427316,0,1,1,1.7987486012379788,1,1,2.1239235983535383,0,0,0.0,0,0,0.0
79,1.58,2,0.3700000000000002,0.003886538132291994,0.00486465932815016,0.046600235062389216,-0.057370860744388755,-0.0026312504298182764,-0.0570286943238434,0.006787279653447075,0.16428972687873056,9.41310796750826,23.227412959643075,0.9999275924087958,0,0,0,0.0,1,1,1.1178176415525534,0,0,0.0,0,0,0.0
80,1.6,2,0.40000000000000024,0.0032391824140930356,0.004500622976755094,0.046669467963424346,-0.03236778590994791,-0.018201817569753326,-0.03494838222622544,-0.012553497812341125,0.16742248042279037,9.592601523837539,8.974677816463913,0.9999494999239128,0,0,0,0.0,1,1,1.252718516360536,0,0,0.0,0,0,0.0
81,1.62,2,0.43000000000000027,0.0028412305999047584,0.003283082688324437,0.04715272196894566,-0.01989759070941386,-0.06087701442153283,-0.029978318333631467,-0.056597044364580774,0.17120532739890948,9.80934269011299,10.837058313772532,0.9999991892583203,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
82,1.6400000000000001,2,0.4600000000000003,0.0025798218124241327,0.00205271158860725,0.048103445424521094,-0.013070439374031285,-0.06151855498585934,-0.02309297883148683,-0.058498575381516156,0.16663184759979777,9.54730159993555,-13.102054508872037,0.9991905844510457,0,1,1,0.8342083056011537,1,1,2.3836513144488993,0,0,0.0,0,0,0.0
83,1.6600000000000001,2,0.4900000000000003,0.0025140973255442464,0.0014208356017612102,0.04804404950815131,-0.0032862243439943156,-0.031593799342302005,-0.008092283117150594,-0.030716158309147045,0.1539581149918367,8.821150210822049,-36.307569455674944,0.9995636069907708,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
