model,algorithm,mean_forward,mean_abs_forward,mean_abs_lateral,mean_abs_yaw_deg_s,directional_ratio,displacement,path_length,path_efficiency,min_upright,terminated
V2 PPO,PPO,0.12746305464407495,0.13555298876560917,0.036637978892974474,35.6034927038231,0.7872247297381814,1.942195679254301,2.847359290628716,0.6821041818103155,0.9952022544906649,False
V3 SAC,SAC,0.3850363756019706,0.38766971252158705,0.07000930634610754,110.70966260343461,0.8470340472098857,1.5702160540646468,8.079289398125425,0.19435076238622814,0.9842434776003235,False
V4 TD3,TD3,0.3249951639766946,0.3257600105602122,0.05252010934046466,72.51536271827533,0.8611607974127337,6.384519822889991,6.676619891246361,0.956250307324019,0.9960953938374609,False
