model,mean_forward,mean_abs_forward,mean_abs_lateral,mean_abs_yaw_deg_s,directional_ratio,displacement,path_length,path_efficiency,min_upright,terminated
Reward V1,0.2015080867925205,0.20818057257325798,0.07468541086122803,127.3961018847952,0.7359689182474828,2.084593007247258,4.600423557008405,0.45313066969051896,0.982700654843275,False
Reward V2,0.12746305464407495,0.13555298876560917,0.036637978892974474,35.6034927038231,0.7872247297381814,1.942195679254301,2.847359290628716,0.6821041818103155,0.9952022544906649,False
